,0,1,2,3
278,30.69,32.05,10.62,
279,30.69,32.05,10.62,
280,30.69,32.05,10.62,
281,30.69,32.05,10.62,
282,30.69,32.05,10.62,
283,30.69,32.05,10.62,
284,30.69,32.05,10.62,
285,30.69,32.05,10.62,
286,30.69,32.05,10.62,
287,30.69,32.05,10.62,
288,30.69,32.05,10.62,
289,30.69,32.05,10.62,
290,30.69,32.05,10.62,
291,30.69,32.05,10.62,
292,30.69,32.05,10.62,
293,30.69,32.05,10.62,
294,30.69,32.05,10.62,
295,30.69,32.05,10.62,
296,30.69,32.05,10.62,
297,30.69,32.05,10.62,
298,30.69,32.05,10.62,
299,30.69,32.05,10.62,
300,30.69,32.05,10.62,
301,30.69,32.05,10.62,
302,30.69,32.05,10.62,
303,30.69,32.05,10.62,
304,30.69,32.05,10.62,
305,30.69,32.05,10.62,
306,30.69,32.05,10.62,
307,30.69,32.05,10.62,
308,30.69,32.05,10.62,
309,30.69,32.05,10.62,
310,30.69,32.05,10.62,
311,30.69,32.05,10.62,
312,30.69,32.05,10.62,
313,30.69,32.05,10.62,
314,30.69,32.05,10.62,
315,30.69,32.05,10.62,
316,30.69,32.05,10.62,
317,30.69,32.05,10.62,
318,30.69,32.05,10.62,
319,30.69,32.05,10.62,
320,30.69,32.05,10.62,
321,30.69,32.05,10.62,
322,30.69,32.05,10.62,
323,30.69,32.05,10.62,
324,30.69,32.05,10.62,
325,30.69,32.05,10.62,
326,30.69,32.05,10.62,
327,30.69,32.05,10.62,
328,30.69,32.05,10.62,
329,30.69,32.05,10.62,
330,30.69,32.05,10.62,
331,30.69,32.05,10.62,
332,30.69,32.05,10.62,
333,30.69,32.05,10.62,
334,30.69,32.05,10.62,
335,30.69,32.05,10.62,
336,30.69,32.05,10.62,
337,30.69,32.05,10.62,
338,30.69,32.05,10.62,
339,30.69,32.05,10.62,
340,30.69,32.05,10.62,
341,30.69,32.05,10.62,
342,30.69,32.05,10.62,
343,30.69,32.05,10.62,
344,30.69,32.05,10.62,
345,30.69,32.05,10.62,
346,30.69,32.05,10.62,
347,30.69,32.05,10.62,
348,30.69,32.05,10.62,
349,30.69,32.05,10.62,
350,30.69,32.05,10.62,
351,30.69,32.05,10.62,
352,30.69,32.05,10.62,
353,30.69,32.05,10.62,
354,30.69,32.05,10.62,
355,30.69,32.05,10.62,
356,30.69,32.05,10.62,
357,30.69,32.05,10.62,
358,30.69,32.05,10.62,
359,30.69,32.05,10.62,
360,30.69,32.05,10.62,
361,30.69,32.05,10.62,
362,30.69,32.05,10.62,
363,30.69,32.05,10.62,
364,30.69,32.05,10.62,
365,30.69,32.05,10.62,
366,30.69,32.05,10.62,
367,30.69,32.05,10.62,
368,30.69,32.05,10.62,
369,30.69,32.05,10.62,
370,30.69,32.05,10.62,
371,30.69,32.05,10.62,
372,30.69,32.05,10.62,
373,30.69,32.05,10.62,
374,30.69,32.05,10.62,
375,30.69,32.05,10.62,
376,30.69,32.05,10.62,
377,30.69,32.05,10.62,
378,30.69,32.05,10.62,
379,30.69,32.05,10.62,
380,30.69,32.05,10.62,
381,30.69,32.05,10.62,
382,30.69,32.05,10.62,
383,30.69,32.05,10.62,
384,30.69,32.05,10.62,
385,30.69,32.05,10.62,
386,30.69,32.05,10.62,
387,30.69,32.05,10.62,
388,30.69,32.05,10.62,
389,30.69,32.05,10.62,
390,30.69,32.05,10.62,
391,30.69,32.05,10.62,
392,30.69,32.05,10.62,
393,30.69,32.05,10.62,
394,30.69,32.05,10.62,
395,30.69,32.05,10.62,
396,30.69,32.05,10.62,
397,30.69,32.05,10.62,
398,30.69,32.05,10.62,
399,30.69,32.05,10.62,
400,30.69,32.05,10.62,
401,30.69,32.05,10.62,
402,30.69,32.05,10.62,
403,30.69,32.05,10.62,
404,30.69,32.05,10.62,
405,30.69,32.05,10.62,
406,30.69,32.05,10.62,
407,30.69,32.05,10.62,
408,30.69,32.05,10.62,
409,30.69,32.05,10.62,
410,30.69,32.05,10.62,
411,30.69,32.05,10.62,
412,30.69,32.05,10.62,
413,30.69,32.05,10.62,
414,30.69,32.05,10.62,
415,30.69,32.05,10.62,
416,30.69,32.05,10.62,
417,30.69,32.05,10.62,
418,30.69,32.05,10.62,
419,30.69,32.05,10.62,
420,30.69,32.05,10.62,
421,30.69,32.05,10.62,
422,30.69,32.05,10.62,
423,30.69,32.05,10.62,
424,30.69,32.05,10.62,
425,30.69,32.05,10.62,
426,30.69,32.05,10.62,
427,30.69,32.05,10.62,
428,30.69,32.05,10.62,
429,30.69,32.05,10.62,
430,30.69,32.05,10.62,
431,30.69,32.05,10.62,
432,30.69,32.05,10.62,
433,30.69,32.05,10.62,
434,30.69,32.05,10.62,
435,30.69,32.05,10.62,
436,30.69,32.05,10.62,
437,30.69,32.05,10.62,
438,30.69,32.05,10.62,
439,30.69,32.05,10.62,
440,30.69,32.05,10.62,
441,30.69,32.05,10.62,
442,30.69,32.05,10.62,
443,30.69,32.05,10.62,
444,30.69,32.05,10.62,
445,30.69,32.05,10.62,
446,30.69,32.05,10.62,
447,30.69,32.05,10.62,
448,30.69,32.05,10.62,
449,30.69,32.05,10.62,
450,30.69,32.05,10.62,
451,30.69,32.05,10.62,
452,30.69,32.05,10.62,
453,30.69,32.05,10.62,
454,30.69,32.05,10.62,
455,30.69,32.05,10.62,
456,30.69,32.05,10.62,
457,30.69,32.05,10.62,
458,30.69,32.05,10.62,
459,30.69,32.05,10.62,
460,30.69,32.05,10.62,
461,30.69,32.05,10.62,
462,30.69,32.05,10.62,
463,30.69,32.05,10.62,
464,30.69,32.05,10.62,
465,30.69,32.05,10.62,
466,30.69,32.05,10.62,
467,30.69,32.05,10.62,
468,30.69,32.05,10.62,
469,30.69,32.05,10.62,
470,30.69,32.05,10.62,
471,30.69,32.05,10.62,
472,30.69,32.05,10.62,
473,30.69,32.05,10.62,
474,30.69,32.05,10.62,
475,30.69,32.05,10.62,
476,30.69,32.05,10.62,
477,30.69,32.05,10.62,
478,30.69,32.05,10.62,
479,30.69,32.05,10.62,
480,30.69,32.05,10.62,
481,30.69,32.05,10.62,
482,30.69,32.05,10.62,
483,30.69,32.05,10.62,
484,30.69,32.05,10.62,
485,30.69,32.05,10.62,
486,30.69,32.05,10.62,
487,30.69,32.05,10.62,
488,30.69,32.05,10.62,
489,30.69,32.05,10.62,
490,30.69,32.05,10.62,
491,30.69,32.05,10.62,
492,30.69,32.05,10.62,
493,30.69,32.05,10.62,
494,30.69,32.05,10.62,
495,30.69,32.05,10.62,
496,30.69,32.05,10.62,
497,30.69,32.05,10.62,
498,30.69,32.05,10.62,
499,30.69,32.05,10.62,
500,30.69,32.05,10.62,
501,30.69,32.05,10.62,
502,30.69,32.05,10.62,
503,30.69,32.05,10.62,
504,30.69,32.05,10.62,
505,30.69,32.05,10.62,
506,30.69,32.05,10.62,
507,30.69,32.05,10.62,
508,30.69,32.05,10.62,
509,30.69,32.05,10.62,
510,30.69,32.05,10.62,
511,30.69,32.05,10.62,
512,30.69,32.05,10.62,
513,30.69,32.05,10.62,
514,30.69,32.05,10.62,
515,30.69,32.05,10.62,
516,30.69,32.05,10.62,
517,30.69,32.05,10.62,
518,30.69,32.05,10.62,
519,30.69,32.05,10.62,
520,30.69,32.05,10.62,
521,30.69,32.05,10.62,
522,30.69,32.05,10.62,
523,30.69,32.05,10.62,
524,30.69,32.05,10.62,
525,30.69,32.05,10.62,
526,30.69,32.05,10.62,
527,30.69,32.05,10.62,
528,30.69,32.05,10.62,
529,30.69,32.05,10.62,
530,30.69,32.05,10.62,
531,30.69,32.05,10.62,
532,30.69,32.05,10.62,
533,30.69,32.05,10.62,
534,30.69,32.05,10.62,
535,30.69,32.05,10.62,
536,30.69,32.05,10.62,
537,30.69,32.05,10.62,
538,30.69,32.05,10.62,
539,30.69,32.05,10.62,
540,30.69,32.05,10.62,
541,30.69,32.05,10.62,
542,30.69,32.05,10.62,
543,30.69,32.05,10.62,
544,30.69,32.05,10.62,
545,30.69,32.05,10.62,
546,30.69,32.05,10.62,
547,30.69,32.05,10.62,
548,30.69,32.05,10.62,
549,30.69,32.05,10.62,
