s.no,s.temp,o.temp,step
1003,87.82,89.04,9.55
1004,87.75,89.08,9.69
1005,87.75,89.08,9.4
1006,87.75,89.08,9.47
1007,87.75,89.04,9.46
1008,87.82,89.15,9.43
1009,87.71,89.15,9.38
1010,87.75,89.01,9.29
1011,87.75,89.04,9.3
1012,87.75,89.04,9.4
1013,87.82,89.04,9.3
1014,87.85,89.01,9.36
1015,87.85,88.93,9.42
1016,87.85,88.93,9.36
1017,87.85,88.93,9
1018,87.85,89.01,9.43
1019,87.85,89.04,9.3
1020,87.82,89.01,9.59
1021,87.85,88.93,13.93
1022,87.82,89.08,9.24
1023,87.85,89.04,9.35
1024,87.93,89.15,9.07
1025,87.93,89.01,9.26
1026,87.89,89.08,9.07
1027,87.93,89.04,9.3
1028,87.96,89.08,9.47
1029,87.96,89.01,9.38
1030,87.93,88.83,9.22
1031,87.96,89.04,9.68
1032,87.96,90.45,9.28
1033,88,89.19,9.33
1034,88,89.04,9.3
1035,88.03,89.19,9.37
1036,88.07,89.33,9.45
1037,88.03,89.4,9.09
1038,88.07,89.4,8.82
1039,88.03,89.51,9.38
1040,88,89.4,9.47
1041,88.03,89.15,9.55
1042,88.07,89.19,9.31
1043,88.07,89.19,9.4
1044,88.07,89.19,9.4
1045,88.11,89.08,9.56
1046,88.14,89.08,9.39
1047,88.11,89.08,9
1048,88.11,89.19,9.42
1049,88.14,89.15,9.42
1050,88.11,89.19,9.37
1051,88.11,89.33,9.43
1052,88.18,89.15,9.33
1053,88.14,89.15,9.24
1054,88.18,89.19,9.43
1055,88.25,89.19,9.45
1056,88.18,89.15,9.44
1057,88.29,89.19,9.3
1058,88.29,89.19,9.43
1059,88.32,89.4,9.41
1060,88.32,89.26,9.4
1061,88.25,89.26,9.34
1062,88.36,89.29,9.29
1063,88.36,89.44,9.29
1064,88.32,89.4,9.31
1065,88.39,89.15,9.36
1066,88.39,89.51,9.37
1067,88.39,89.33,9.38
1068,88.43,89.19,9.37
1069,88.39,89.08,9.42
1070,88.47,89.4,9.12
1071,88.43,89.51,9.36
1072,88.47,89.08,9.39
1073,88.47,89.15,9.35
1074,88.5,88.93,9.37
1075,88.5,89.08,9.4
1076,88.47,89.08,9.41
1077,88.54,89.44,9.35
1078,88.5,89.19,9.39
1079,88.5,89.33,9.41
1080,88.57,89.26,9.42
1081,88.65,89.4,9.35
1082,88.57,89.19,9.39
1083,88.57,89.04,9.39
1084,88.65,89.04,9.38
1085,88.65,89.26,9.35
1086,88.72,89.26,9.42
1087,88.72,89.08,9.36
1088,88.72,89.29,9.39
1089,88.75,89.29,9.24
1090,88.72,89.29,9.38
1091,88.75,89.19,9.34
1092,88.79,89.04,9.33
1093,88.79,89.19,9.46
1094,88.79,89.26,9.42
1095,88.72,89.26,9.38
1096,88.79,89.29,9.38
1097,88.83,89.44,9.45
1098,88.83,89.29,9.38
1099,88.86,89.19,9.41
1100,88.79,89.26,9.39
1101,88.83,89.26,9.75
1102,88.86,88.9,9.37
1103,88.86,88.79,9
1104,88.9,89.08,9.42
1105,88.86,89.08,9.38
1106,88.83,88.83,9.44
1107,88.86,88.75,9.29
1108,88.86,88.79,9.42
1109,88.86,89.04,9.46
1110,88.83,89.04,9.43
1111,88.86,88.93,9.46
1112,88.9,88.93,9.35
1113,88.86,88.9,9.4
1114,88.86,89.01,9.4
1115,88.86,88.9,9.75
1116,88.86,88.93,9.51
1117,88.9,88.9,9.34
1118,88.97,89.01,9.43
1119,88.93,88.93,9.42
1120,88.9,88.93,9.36
1121,88.93,89.01,9.34
1122,88.9,89.01,9.37
1123,88.93,88.93,9.42
1124,88.97,89.01,9.78
1125,89.01,89.04,10.21
1126,88.93,89.01,10.19
1127,88.97,88.93,9.65
1128,89.01,89.01,9.67
1129,89.01,89.01,9.98
1130,88.79,88.83,9.64
1131,88.75,88.83,9.53
1132,88.97,89.01,9.57
1133,88.93,89.01,9.63
1134,88.93,88.79,9.55
1135,88.86,88.75,9.39
1136,88.86,88.83,9.58
1137,88.97,89.01,9.56
1138,88.9,88.9,9.5
1139,88.93,88.83,9.35
1140,89.01,88.83,9.56
1141,88.97,88.93,9.5
1142,88.9,88.9,9.53
1143,88.79,88.83,9.65
1144,88.86,88.93,9.66
1145,88.93,89.08,9.56
1146,88.9,89.15,9.58
1147,88.97,89.4,9.6
1148,88.93,89.01,9.57
1149,88.86,88.83,9.57
1150,88.9,89.04,9.36
1151,88.86,89.29,9.6
1152,88.86,89.29,9.55
1153,88.86,89.4,9.5
1154,88.86,89.26,9.55
1155,88.83,89.08,9.1
1156,88.83,89.26,9.61
1157,88.79,89.15,9.55
1158,88.83,88.9,9.6
1159,88.72,88.9,9.55
1160,88.79,88.79,9.62
1161,88.57,88.83,9.11
1162,88.57,88.83,9.38
1163,88.65,89.01,9.51
1164,88.79,88.83,9.63
1165,88.72,89.01,9.47
1166,88.72,89.08,9.46
1167,88.79,88.9,9.42
1168,88.43,88.79,9.46
1169,88.43,88.9,9.46
1170,88.47,88.83,9.44
1171,88.43,88.79,9.47
1172,88.5,88.83,9.51
1173,88.47,88.75,9.54
1174,88.47,89.04,9.49
1175,88.47,88.93,9.55
1176,88.47,88.93,9.49
1177,88.47,89.04,9.48
1178,88.47,88.68,9.55
1179,88.5,88.93,9.51
1180,88.54,88.9,9.48
1181,88.43,88.93,9.39
1182,88.72,88.79,9.63
1183,88.72,89.15,9.62
1184,88.75,89.26,9.55
1185,88.79,89.15,9.45
1186,88.79,89.15,9.56
1187,88.79,89.04,9.51
1188,88.75,89.08,9.5
1189,88.79,89.01,9.61
1190,88.79,89.33,9.53
1191,88.79,89.33,9.41
1192,88.83,89.19,9.55
1193,88.79,89.4,9.53
1194,88.83,89.26,9.48
1195,88.79,89.33,9.55
1196,88.83,89.44,9.47
1197,88.83,89.51,9.47
1198,88.79,89.29,9.54
1199,88.86,89.33,9.54
1200,88.83,89.29,9.48
1201,88.83,89.29,9.5
1202,88.83,89.29,9.55
1203,88.9,89.26,9.52
1204,88.9,89.29,9.52
1205,88.86,89.08,9.5
1206,88.9,88.93,9.43
1207,88.9,89.08,9.55
1208,88.79,88.93,9.61
1209,88.86,89.01,9.56
1210,88.86,88.93,9.56
1211,88.9,88.9,9.59
1212,88.93,89.04,9.57
1213,88.86,88.93,9.55
1214,88.9,89.01,9.82
1215,88.83,88.93,9.43
1216,88.9,88.93,9.36
1217,88.93,88.93,9.51
1218,88.9,88.9,9.58
1219,88.86,88.93,9.53
1220,88.86,88.75,9.5
1221,88.9,88.93,9.52
1222,88.86,88.83,9.47
1223,88.86,89.08,8.95
1224,88.83,89.19,9.4
1225,88.9,89.33,9.23
1226,88.86,89.08,9.24
1227,88.79,88.93,9.3
1228,88.83,89.29,9.33
1229,88.86,88.93,9.31
1230,88.9,89.15,9.34
1231,88.83,89.19,9.29
1232,88.86,89.26,9.32
1233,88.83,89.26,9.17
1234,88.9,89.04,9.31
1235,88.86,88.93,9.29
1236,88.86,89.15,9.31
1237,88.9,89.26,9.4
1238,88.9,89.01,9.29
1239,88.86,89.04,9.28
1240,88.9,89.15,9.33
1241,88.86,89.55,9.33
1242,88.86,89.44,9.32
1243,88.86,89.44,9.29
1244,88.86,89.29,8.98
1245,88.86,89.4,9.18
1246,88.86,89.4,9.24
1247,88.9,89.51,9.14
1248,88.79,89.44,9.26
1249,88.83,89.4,9.19
1250,88.79,89.08,9.24
1251,88.83,89.4,9.23
1252,88.79,89.44,9.23
1253,88.86,89.4,9.26
1254,88.83,89.33,9.19
1255,88.83,89.4,9.27
1256,88.79,89.33,9.28
1257,88.75,89.29,9.05
1258,88.83,89.55,9.1
1259,88.79,89.29,9.31
1260,88.75,89.26,9.27
1261,88.79,89.26,9.27
1262,88.75,89.4,9.31
1263,88.79,89.44,9.23
1264,88.75,89.4,9.23
1265,88.72,89.33,9.31
1266,88.72,89.4,9.29
1267,88.75,89.33,9.33
1268,88.72,89.26,9.3
1269,88.75,89.19,9.25
1270,88.75,89.33,9.17
1271,88.68,89.08,9.08
1272,88.72,89.19,9.24
1273,88.68,89.19,9.3
1274,88.68,89.26,9.15
1275,88.57,89.19,9.19
1276,88.65,89.29,9.16
1277,88.57,89.29,9.27
1278,88.54,89.26,9.23
1279,88.5,89.4,9.25
1280,88.54,89.4,9.2
1281,88.57,89.26,9.2
1282,88.5,89.29,9.18
1283,88.57,89.44,9.4
1284,88.54,89.44,9.38
1285,88.54,89.69,9.27
1286,88.5,89.51,9.31
1287,88.54,89.65,9.29
1288,88.54,89.33,9.29
1289,88.54,89.65,9.34
1290,88.54,89.83,9.38
1291,88.5,89.15,9.13
1292,88.5,89.51,9.27
1293,88.54,89.44,9.28
1294,88.57,89.19,9.24
1295,88.57,89.15,9.32
1296,88.54,89.15,9.35
1297,88.57,89.26,9.18
1298,88.54,89.29,9.34
1299,88.54,89.26,9.28
1300,88.5,89.58,9.45
1301,88.57,89.69,9.38
1302,88.65,89.69,9.21
1303,88.54,89.51,9.27
1304,88.54,89.69,9.4
1305,88.5,89.51,9.2
1306,88.54,89.65,9.3
1307,88.54,89.55,9.3
1308,88.65,89.58,9.36
1309,88.57,89.69,9.32
1310,88.57,89.76,9.34
1311,88.54,89.69,9.27
1312,88.65,89.76,9.2
1313,88.65,89.58,9.43
1314,88.65,89.55,9.31
1315,88.65,89.58,9.29
1316,88.65,89.4,9.33
1317,88.68,89.65,9.27
1318,88.57,89.44,9.34
1319,88.65,89.58,9.37
1320,88.68,89.44,9.3
1321,88.65,89.33,9.28
1322,88.65,89.15,9.26
1323,88.65,89.4,9.3
1324,88.57,89.33,9.24
1325,88.65,89.33,9.28
1326,88.65,89.44,9.3
1327,88.57,89.33,9.3
1328,88.57,89.29,9.43
1329,88.57,89.26,9.28
1330,88.65,89.26,9.31
1331,88.54,89.15,9.34
1332,88.57,89.29,9.29
1333,88.54,89.15,9.36
1334,88.54,89.15,9.31
1335,88.57,89.29,9.28
1336,88.57,89.51,9.29
1337,88.57,89.19,9.33
1338,88.54,89.29,9.35
1339,88.57,89.51,9.26
1340,88.5,89.26,9.3
1341,88.54,89.33,9.26
1342,88.47,89.4,9.26
1343,88.54,89.44,9.2
1344,88.57,89.51,9.23
1345,88.5,89.55,9.4
1346,88.5,89.4,9.2
1347,88.5,89.51,9.06
1348,88.5,89.44,9.32
1349,88.54,89.69,9.29
1350,88.5,89.91,9.35
1351,88.54,89.8,9.28
1352,88.5,89.98,9.23
1353,88.5,89.76,9.31
1354,88.47,89.98,9.28
1355,88.5,89.58,9.24
1356,88.47,89.91,9.28
1357,88.43,90.19,9.27
1358,88.47,89.65,9.3
1359,88.47,89.65,9.33
1360,88.47,89.58,9.31
1361,88.5,89.69,9.28
1362,88.54,89.65,9.29
1363,88.5,89.69,9.32
1364,88.54,89.65,9.33
1365,88.54,89.51,9.3
1366,88.43,89.55,9.31
1367,88.5,89.69,9.31
1368,88.43,89.65,9.3
1369,88.47,89.69,9.31
1370,88.47,89.65,9.3
1371,88.5,89.69,9.29
1372,88.47,89.65,9.29
1373,88.47,89.58,9.37
1374,88.39,89.58,9.29
1375,88.39,89.44,9.33
1376,88.43,89.44,9.27
1377,88.47,89.51,9.3
1378,88.43,89.58,9.4
1379,88.43,89.76,9.44
1380,88.47,89.69,9.33
1381,88.47,89.69,9.29
1382,88.39,89.58,9.16
1383,88.43,89.69,9.24
1384,88.39,89.69,9.34
1385,88.43,89.8,9.26
1386,88.43,89.94,9.26
1387,88.39,89.55,9.39
1388,88.43,89.8,9.29
1389,88.43,89.69,9.3
1390,88.47,89.76,9.32
1391,88.39,89.91,9.31
1392,88.47,89.8,9.26
1393,88.39,89.65,9.32
1394,88.39,89.58,9.31
1395,88.47,89.65,9.35
1396,88.47,89.65,9.27
1397,88.47,89.76,9.29
1398,88.43,89.44,9.25
1399,88.43,89.65,9.27
1400,88.43,89.65,9.37
1401,88.43,89.44,9.38
1402,88.47,89.98,9.25
1403,88.5,89.19,9.19
1404,88.5,89.29,9.3
1405,88.43,89.04,9.24
1406,88.47,89.08,9.26
1407,88.5,89.19,9.29
1408,88.47,89.19,9.28
1409,88.47,89.19,9.27
1410,88.47,89.08,9.29
1411,88.54,89.08,9.26
1412,88.47,89.08,9.15
1413,88.5,89.19,9.37
1414,88.47,89.26,9.19
1415,88.5,88.93,9.24
1416,88.54,89.08,9.24
1417,88.5,89.19,9.29
1418,88.54,89.19,9.25
1419,88.5,89.08,9.28
1420,88.5,89.04,9.3
1421,88.54,89.08,9.26
1422,88.5,89.15,9.24
1423,88.5,89.08,9.22
1424,88.57,89.15,9.4
1425,88.54,89.26,9.23
1426,88.5,89.19,9.23
1427,88.57,89.19,9.29
1428,88.57,89.08,9.24
1429,88.57,89.01,9.22
1430,88.54,88.93,9.24
1431,88.57,89.04,9.26
1432,88.54,89.15,9.25
1433,88.57,89.26,9.33
1434,88.54,89.29,9.26
1435,88.54,89.15,9.25
1436,88.5,89.08,9.29
1437,88.57,89.15,9.24
1438,88.39,89.01,9.11
1439,88.54,89.15,9.29
1440,88.5,89.15,9.4
1441,88.54,89.26,9.3
1442,88.54,89.44,9.25
1443,88.5,89.19,9.06
1444,88.5,89.15,9.31
1445,88.54,89.19,9.33
1446,88.54,89.26,8.23
1447,88.5,89.26,9.3
1448,88.5,89.19,9.38
1449,88.5,89.19,9.06
1450,88.43,89.15,9.35
1451,88.43,89.08,9.16
1452,88.43,89.01,9.58
1453,88.47,89.19,9.03
1454,88.5,89.19,9.4
1455,88.47,89.19,9.3
1456,88.5,89.29,9.43
1457,88.5,89.51,9.27
1458,88.47,89.26,9.32
1459,88.47,89.44,9.17
1460,88.43,89.44,9.34
1461,88.47,89.33,9.27
1462,88.54,89.51,9.23
1463,88.43,89.15,9.24
1464,88.5,89.44,9.22
1465,88.47,89.58,9.21
1466,88.5,89.44,9.11
1467,88.5,89.55,9.52
1468,88.5,89.19,9.3
1469,88.47,89.26,9.3
1470,88.47,89.55,9.3
1471,88.5,89.51,9.5
1472,88.5,89.29,9.33
1473,88.57,89.29,9.26
1474,88.5,89.19,9.14
1475,88.5,89.26,9.37
1476,88.57,89.33,9.3
1477,88.54,89.29,9.18
1478,88.57,89.4,9.15
1479,88.54,89.33,9.44
1480,88.57,89.26,9.27
1481,88.54,89.19,9.27
1482,88.57,89.26,9.42
1483,88.65,89.26,9.34
1484,88.65,88.9,9.31
1485,88.54,89.15,9.39
1486,88.57,89.08,9.38
1487,88.65,89.08,9.25
1488,88.57,89.08,9.28
1489,88.65,89.15,9.36
1490,88.57,89.04,9.34
1491,88.57,89.04,9.3
1492,88.57,89.04,9.4
1493,88.65,89.15,9.32
1494,88.57,89.19,9.32
1495,88.57,88.83,9.2
1496,88.57,89.04,9.27
1497,88.68,89.26,9.28
1498,88.65,89.15,9.28
1499,88.65,89.19,9.29
1500,88.57,89.08,9.35
1501,88.68,89.04,9.32
1502,88.57,89.04,9.32
1503,88.65,88.93,9.25
1504,88.57,89.01,9.36
1505,88.54,89.08,9.38
1506,88.65,89.15,9.32
1507,88.65,89.01,9.33
1508,88.54,89.15,9.41
1509,88.65,89.08,9.37
1510,88.57,89.08,9.33
1511,88.65,89.33,9.29
1512,88.68,89.01,9.2
1513,88.57,89.04,9.26
1514,88.65,89.04,9.37
1515,88.57,89.08,9.32
1516,88.68,89.19,9.43
1517,88.65,89.01,9.26
1518,88.68,89.19,9.22
1519,88.68,89.15,9.31
1520,88.68,89.19,9.41
1521,88.72,89.29,9.37
1522,88.65,89.15,9.24
1523,88.68,88.9,9.36
1524,88.54,88.65,9.14
1525,88.39,88.75,8.64
1526,88.79,88.54,9.55
1527,88.68,88.5,9.43
1528,88.65,88.68,9.28
1529,88.72,88.54,9.26
1530,88.65,89.04,11.23
1531,88.65,89.4,9.11
1532,88.68,89.58,9.8
1533,88.68,89.4,8.62
1534,88.68,88.75,9.79
1535,88.68,89.04,9.72
1536,88.65,89.15,9.75
1537,88.68,89.01,9.78
1538,88.72,89.04,9.75
1539,88.68,88.75,10.01
1540,88.68,88.79,9.69
1541,88.68,89.04,9.85
1542,88.65,89.08,9.92
1543,88.65,89.04,9.8
1544,88.57,89.08,9.84
1545,88.65,88.93,9.83
1546,88.65,89.19,9.85
1547,88.54,89.15,9.78
1548,88.57,89.19,9.82
1549,88.54,89.08,9.86
1550,88.54,89.19,9.81
1551,88.54,89.15,9.86
1552,88.57,89.15,9.87
1553,88.57,89.15,9.83
1554,88.5,89.19,9.83
1555,88.57,89.19,9.87
1556,88.57,89.15,9.78
1557,88.57,89.26,9.89
1558,88.54,89.19,9.87
1559,88.54,89.19,9.87
1560,88.65,89.33,9.88
1561,88.57,89.26,9.79
1562,88.54,89.19,9.78
1563,88.54,89.26,9.89
1564,88.5,89.29,9.85
1565,88.5,89.19,9.8
1566,88.54,89.26,9.81
1567,88.5,89.19,9.83
1568,88.54,89.26,9.87
1569,88.5,89.19,9.82
1570,88.54,89.26,9.86
1571,88.54,89.4,9.88
1572,88.54,89.51,9.78
1573,88.54,89.29,9.96
1574,88.5,89.19,9.7
1575,88.47,89.26,9.82
1576,88.54,89.33,9.84
1577,88.47,89.4,9.82
1578,88.5,89.26,9.68
1579,88.47,89.4,9.79
1580,88.47,89.44,9.73
1581,88.5,89.55,9.9
1582,88.47,89.26,9.88
1583,88.5,89.44,9.82
1584,88.43,89.58,9.91
1585,88.47,89.26,9.82
1586,88.47,89.29,9.9
1587,88.47,89.33,9.57
1588,88.47,89.4,9.89
1589,88.47,89.26,9.81
1590,88.47,89.33,9.86
1591,88.47,89.4,9.9
1592,88.39,89.15,9.81
1593,88.5,89.55,9.93
1594,88.43,89.44,9.8
1595,88.39,89.55,9.85
1596,88.43,89.51,9.92
1597,88.36,89.55,8.83
1598,88.39,89.33,9.79
1599,88.43,89.51,10.21
1600,88.39,89.4,9.99
1601,88.39,89.33,9.84
1602,88.36,89.29,9.84
1603,88.43,89.51,9.95
1604,88.39,89.44,9.91
1605,88.36,89.51,9.86
1606,88.36,89.51,9.85
1607,88.32,89.29,9.48
1608,88.36,89.4,9.73
1609,88.36,89.29,9.79
1610,88.32,89.33,9.57
1611,88.32,89.29,9.92
1612,88.32,89.55,9.48
1613,88.29,89.55,9.88
1614,88.32,89.51,9.93
1615,88.32,89.55,10.36
1616,88.36,89.69,10.23
1617,88.29,89.65,9.78
1618,88.32,89.65,9.93
1619,88.32,89.58,9.84
1620,88.36,89.76,10.14
1621,88.36,89.69,9.79
1622,88.36,89.83,9.93
1623,88.39,89.55,9.95
1624,88.36,89.55,9.98
1625,88.39,89.58,9.85
1626,88.36,89.55,9.82
1627,88.36,89.69,9.78
1628,88.39,89.69,9.83
1629,88.43,89.76,9.85
1630,88.32,89.8,9.73
1631,88.39,89.65,9.88
1632,88.36,89.55,9.84
1633,88.39,89.94,9.86
1634,88.39,89.65,9.81
1635,88.39,89.76,9.87
1636,88.32,89.4,9.87
1637,88.36,89.55,9.73
1638,88.36,89.65,9.87
1639,88.36,89.58,9.88
1640,88.39,89.44,10.54
1641,88.32,89.55,9.88
1642,88.29,89.4,9.95
1643,88.32,89.51,9.88
1644,88.32,89.33,9.78
1645,88.29,89.51,10.54
1646,88.18,89.33,9.89
1647,88.25,89.55,9.91
1648,88.29,89.55,9.81
1649,88.18,89.58,9.81
1650,88.25,89.69,9.83
1651,88.29,89.51,9.98
1652,88.25,89.4,9.82
1653,88.18,89.4,9.89
1654,88.14,89.29,9.81
1655,88.18,89.29,9.87
1656,88.18,89.55,9.97
1657,88.14,89.55,9.87
1658,88.11,89.69,9.97
1659,88.18,89.58,10.21
1660,88.14,89.76,9.85
1661,88.18,89.76,9.8
1662,88.14,89.58,10.22
1663,88.11,89.76,9.84
1664,88.14,89.8,9.9
1665,88.14,89.76,9.9
1666,88.11,89.51,9.93
1667,88.14,89.58,9.85
1668,88.11,89.69,10.1
1669,88.11,89.58,9.84
1670,88.11,89.8,9.92
1671,88.11,89.51,9.89
1672,88.18,89.8,9.85
1673,88.18,89.8,9.89
1674,88.11,89.8,9.91
1675,88.14,89.76,9.93
1676,88.25,89.91,9.79
1677,88.14,89.69,9.53
1678,88.18,89.69,10.89
1679,88.18,89.8,9.99
1680,88.14,89.83,10.35
1681,88.18,89.8,10.14
1682,88.18,89.4,9.92
1683,88.18,89.76,9.83
1684,88.18,89.76,10.03
1685,88.14,89.76,9.83
1686,88.25,89.58,9.94
1687,88.14,89.51,9.99
1688,88.18,89.76,10
1689,88.14,89.58,10.02
1690,88.18,89.69,10.03
1691,88.14,89.4,9.94
1692,88.14,89.29,9.97
1693,88.18,89.4,9.91
1694,88.14,89.51,10.05
1695,88.07,89.69,9.92
1696,88.11,89.76,10
1697,88.11,89.58,9.96
1698,88.14,89.58,10.26
1699,88.14,89.51,10.16
1700,88.11,89.44,9.99
1701,88.07,89.76,9.96
1702,88.03,89.91,9.96
1703,88.07,89.8,9.99
1704,88.07,89.76,10.03
1705,88.11,89.58,10.05
1706,88.14,89.8,10.07
1707,88.03,89.58,10.06
1708,88.07,89.33,10.07
1709,88.11,89.69,10.01
1710,88.07,89.65,9.86
1711,88.03,89.65,9.79
1712,88.07,89.51,9.95
1713,88.11,89.69,9.63
1714,88.03,89.65,10.51
1715,88.07,89.4,10.11
1716,88,89.44,9.95
1717,88,89.58,9.81
1718,88.03,89.65,10
1719,88.03,89.55,9.97
1720,88.03,89.8,10.03
1721,88.07,89.69,10.02
1722,88.07,89.65,9.98
1723,88.03,89.69,10.08
1724,88.07,89.98,10.07
1725,88,89.76,9.95
1726,88.03,89.83,9.95
1727,88.03,89.83,10.03
1728,88,89.83,9.97
1729,88,89.76,9.95
1730,88.03,89.8,10.2
1731,88.07,89.8,9.84
1732,88.03,90.16,9.98
1733,88.07,89.69,10.01
1734,88.07,89.8,10.03
1735,88.03,89.65,10.05
1736,88.07,89.69,9.97
1737,88.03,89.69,9.44
1738,88.07,89.94,10.07
1739,88,89.98,9.95
1740,88,89.83,10.13
1741,88.03,89.8,10.06
1742,88,89.76,10.06
1743,88.03,89.58,9.98
1744,88.03,89.8,10.16
1745,88.07,89.8,9.97
1746,88,89.58,10.07
1747,88.03,89.8,9.93
1748,88.07,89.58,9.95
1749,88.03,89.76,10.05
1750,88,89.4,9.84
1751,88,89.58,9.65
1752,88.03,89.65,9.63
1753,88.03,89.8,9.95
1754,88,89.83,9.95
1755,88.07,89.69,10
1756,88.03,89.65,9.97
1757,88.03,89.65,9.74
1758,88,89.58,10.05
1759,88.03,89.83,9.91
1760,88.03,89.76,9.92
1761,88.03,89.69,9.28
1762,88.03,89.69,9.95
1763,88,89.65,10.08
1764,88.03,89.83,9.97
1765,88.03,89.8,9.92
1766,88,89.94,9.78
1767,88,89.91,9.97
1768,88.03,90.09,10.03
1769,88,89.94,10.02
1770,88.03,89.69,10
1771,88,89.69,9.77
1772,88.03,89.65,10.5
1773,88.03,89.55,10.13
1774,88,89.58,10.41
1775,87.96,89.58,9.72
1776,87.96,89.51,10.17
1777,88,89.65,10.08
1778,88,89.65,9.62
1779,87.93,89.44,10.03
1780,88,89.55,10.1
1781,87.96,89.51,9.93
1782,87.96,89.51,10.03
1783,87.85,89.51,12.43
1784,87.93,89.51,9.95
1785,87.93,89.69,9.84
1786,87.93,89.65,10.04
1787,87.96,89.65,9.9
1788,87.93,89.55,9.91
1789,87.93,89.83,10.13
1790,87.89,89.65,10.08
1791,87.93,89.51,9.97
1792,87.89,89.58,9.35
1793,87.93,89.44,9.95
1794,87.85,89.58,10.1
1795,87.93,89.19,10.21
1796,87.89,89.08,11.73
1797,87.85,89.4,9.99
1798,87.93,89.51,9.9
1799,87.93,89.19,10
1800,87.89,89.29,10.09
1801,87.85,89.44,9.99
1802,87.85,89.15,10.02
1803,87.85,89.4,9.82
1804,87.89,89.51,9.95
1805,87.93,89.51,9.98
1806,87.85,89.51,9.95
1807,87.89,89.51,9.86
1808,87.85,89.55,10.02
1809,87.85,89.98,9.92
1810,87.82,89.94,9.99
1811,87.89,90.34,9.98
1812,87.85,90.3,9.61
1813,87.89,90.09,10.21
1814,87.89,89.83,9.86
1815,87.89,89.94,9.96
1816,87.89,89.8,9.88
1817,87.89,90.23,9.69
1818,87.93,90.05,9.97
1819,87.89,90.05,10.02
1820,87.93,90.05,9.93
1821,87.96,90.16,9.85
1822,87.96,89.91,9.87
1823,87.93,89.55,9.94
1824,87.93,89.65,9.81
1825,87.93,89.55,10.01
1826,87.96,89.55,9.92
1827,87.89,89.29,10.01
1828,88,89.29,10.13
1829,87.93,89.44,9.91
1830,87.93,89.44,9.6
1831,87.89,89.55,9.8
1832,87.96,89.26,10
1833,87.89,89.44,9.9
1834,87.93,89.08,9.83
1835,87.93,89.29,10.14
1836,87.93,89.08,9.75
1837,87.93,89.15,10.06
1838,87.93,89.04,10.08
1839,87.93,89.26,9.98
1840,87.89,89.44,9.74
1841,87.93,89.29,9.86
1842,87.89,89.29,9.85
1843,87.93,89.29,10.07
1844,87.96,89.65,10.06
1845,87.85,89.51,9.88
1846,87.89,89.58,10
1847,88,89.76,9.96
1848,87.93,89.51,10.08
1849,87.96,89.65,9.88
1850,87.96,89.76,9.73
1851,87.93,89.04,9.82
1852,87.89,88.68,10.08
1853,87.85,88.57,9.85
1854,88,89.26,9.89
1855,87.89,89.19,9.93
1856,87.89,89.01,9.92
1857,87.89,89.01,9.94
1858,87.85,89.01,9.9
1859,87.89,89.01,9.85
1860,87.89,89.98,7.18
1861,87.85,90.84,10.33
1862,87.85,90.88,9.74
1863,87.89,90.66,9.65
1864,87.93,90.99,10.01
1865,87.89,90.99,10.11
1866,87.89,91.13,10.06
1867,87.93,90.99,9.95
1868,87.96,91.13,10.01
1869,87.93,90.95,10.02
1870,87.96,91.06,10.06
1871,87.96,90.84,9.93
1872,87.96,90.66,10.16
1873,87.93,90.7,10.11
1874,87.96,90.99,10.03
1875,87.93,90.81,10.01
1876,87.96,90.88,10.04
1877,88,90.88,9.92
1878,88.07,90.88,9.91
1879,88.03,90.88,10.05
1880,88.03,90.81,9.77
1881,88.03,90.3,10.14
1882,88.07,90.41,10
1883,88.07,90.34,9.95
1884,88.03,90.48,10.43
1885,88.14,90.55,10.03
1886,88.07,90.48,10.11
1887,88.07,90.45,10.11
1888,88.14,90.45,9.51
1889,88.07,90.55,10.53
1890,88.14,90.3,9.63
1891,88.14,89.98,9.83
1892,88.14,89.94,10.06
1893,88.11,90.05,10
1894,88.14,90.34,9.96
1895,88.14,89.98,10.04
1896,88.14,89.98,10.02
1897,88.18,89.83,9.94
1898,88.25,89.98,9.86
1899,88.11,89.98,9.88
1900,88.14,90.16,9.71
1901,88.18,89.91,9.82
1902,88.11,89.91,9.83
1903,88.14,90.05,9.88
1904,88.14,89.83,9.88
1905,88.18,90.19,9.85
1906,88.25,90.09,9.86
1907,88.18,90.09,10.21
1908,88.29,89.83,9.95
1909,88.29,89.83,9.91
1910,88.25,90.05,10.38
1911,88.25,90.05,9.65
1912,88.25,90.16,10.13
1913,88.25,89.91,9.88
1914,88.25,89.98,10.02
1915,88.29,89.98,9.82
1916,88.25,90.16,9.99
1917,88.25,89.83,10.1
1918,88.25,89.91,9.89
1919,88.32,89.91,9.85
1920,88.29,89.69,9.44
1921,88.29,89.08,9.56
1922,88.29,89.29,9.7
1923,88.25,89.08,10.01
1924,88.25,88.9,9.96
1925,88.18,88.75,9.93
1926,88.14,88.75,9.86
1927,88.18,88.79,9.93
1928,88.11,89.69,9.93
1929,88.14,89.51,9.94
1930,88.11,89.65,9.97
1931,88.14,89.76,9.91
1932,88.14,89.91,9.94
1933,88.11,89.69,9.94
1934,88.07,89.8,9.98
1935,88.07,89.94,9.99
1936,88.14,89.94,9.97
1937,88.11,89.83,9.99
1938,88.03,90.05,10.02
1939,88.03,89.94,9.93
